name,type,value,date
泽野螳螂,,48618408,2018-2-1
Mr.Lemon,,48343937,2018-2-1
非桥段,,40023609,2018-2-1
茶几君梦二,,39794278,2018-2-1
吃素的狮子,,39222943,2018-2-1
约谈人参,,38741282,2018-2-1
小可儿,,35173146,2018-2-1
鸡鸡·夫斯基,,34680343,2018-2-1
绿豆KC,,30270438,2018-2-1
树深时见鹿dear,,29057154,2018-2-1
还有一天就放假了,,28803912,2018-2-1
冰攻厂BeSo,,28359085,2018-2-1
裸奔的爱毛,,27783673,2018-2-1
十三Mye,,27664182,2018-2-1
潮汕好男人,,27214125,2018-2-1
痒局长,,26991958,2018-2-1
伊丽莎白鼠,,205972504,2018-3-1
女孩为何穿短裙,,80239188,2018-3-1
瞬间爆炸型LowSing,,69032163,2018-3-1
OELoop,,60258481,2018-3-1
泽野螳螂,,48618408,2018-3-1
Mr.Lemon,,48343937,2018-3-1
茶几君梦二,,42083724,2018-3-1
非桥段,,40913333,2018-3-1
约谈人参,,39653385,2018-3-1
吃素的狮子,,39329745,2018-3-1
小可儿,,36300636,2018-3-1
鸡鸡·夫斯基,,34893299,2018-3-1
鋃月,,31802241,2018-3-1
绿豆KC,,30400749,2018-3-1
冰攻厂BeSo,,29645574,2018-3-1
树深时见鹿dear,,29377260,2018-3-1
还有一天就放假了,,28803912,2018-3-1
潮汕好男人,,28052480,2018-3-1
裸奔的爱毛,,27813453,2018-3-1
十三Mye,,27705774,2018-3-1
伊丽莎白鼠,,205972504,2018-4-1
女孩为何穿短裙,,82439026,2018-4-1
OELoop,,73426309,2018-4-1
瞬间爆炸型LowSing,,69762217,2018-4-1
泽野螳螂,,50122379,2018-4-1
Mr.Lemon,,48343937,2018-4-1
茶几君梦二,,45339098,2018-4-1
吃素的狮子,,42736699,2018-4-1
非桥段,,42142230,2018-4-1
约谈人参,,40843580,2018-4-1
小可儿,,37619554,2018-4-1
鸡鸡·夫斯基,,35670014,2018-4-1
鋃月,,33164225,2018-4-1
痒局长,,32306702,2018-4-1
潮汕好男人,,30881344,2018-4-1
绿豆KC,,30400749,2018-4-1
还有一天就放假了,,29793507,2018-4-1
树深时见鹿dear,,29766927,2018-4-1
冰攻厂BeSo,,29645574,2018-4-1
裸奔的爱毛,,28251030,2018-4-1
伊丽莎白鼠,,205972504,2018-5-1
女孩为何穿短裙,,82439026,2018-5-1
OELoop,,75251289,2018-5-1
瞬间爆炸型LowSing,,72091161,2018-5-1
泽野螳螂,,52214004,2018-5-1
Mr.Lemon,,48343937,2018-5-1
茶几君梦二,,45339098,2018-5-1
约谈人参,,42786302,2018-5-1
吃素的狮子,,42736699,2018-5-1
非桥段,,42142230,2018-5-1
小可儿,,38055502,2018-5-1
鸡鸡·夫斯基,,37290975,2018-5-1
痒局长,,33911067,2018-5-1
鋃月,,33278567,2018-5-1
倒悬的橘子,,31970200,2018-5-1
潮汕好男人,,30881344,2018-5-1
绿豆KC,,30400749,2018-5-1
树深时见鹿dear,,29919375,2018-5-1
还有一天就放假了,,29793507,2018-5-1
冰攻厂BeSo,,29645574,2018-5-1
伊丽莎白鼠,,205972504,2018-6-1
女孩为何穿短裙,,82439026,2018-6-1
OELoop,,77364244,2018-6-1
瞬间爆炸型LowSing,,72091161,2018-6-1
泽野螳螂,,59044714,2018-6-1
Mr.Lemon,,48343937,2018-6-1
茶几君梦二,,45339098,2018-6-1
约谈人参,,43571502,2018-6-1
吃素的狮子,,42986903,2018-6-1
非桥段,,42142230,2018-6-1
小可儿,,38607759,2018-6-1
鸡鸡·夫斯基,,37770578,2018-6-1
痒局长,,34504879,2018-6-1
鋃月,,33465912,2018-6-1
倒悬的橘子,,32355032,2018-6-1
潮汕好男人,,30881344,2018-6-1
绿豆KC,,30400749,2018-6-1
树深时见鹿dear,,29919375,2018-6-1
还有一天就放假了,,29793507,2018-6-1
冰攻厂BeSo,,29645574,2018-6-1
伊丽莎白鼠,,205972504,2018-7-1
女孩为何穿短裙,,82439026,2018-7-1
OELoop,,78640326,2018-7-1
瞬间爆炸型LowSing,,73824839,2018-7-1
泽野螳螂,,61255888,2018-7-1
Mr.Lemon,,48343937,2018-7-1
茶几君梦二,,45339098,2018-7-1
约谈人参,,43697106,2018-7-1
吃素的狮子,,42986903,2018-7-1
非桥段,,42142230,2018-7-1
小可儿,,39762921,2018-7-1
鸡鸡·夫斯基,,38675577,2018-7-1
倒悬的橘子,,35991362,2018-7-1
痒局长,,35888343,2018-7-1
鋃月,,33465912,2018-7-1
潮汕好男人,,32292918,2018-7-1
绿豆KC,,30578691,2018-7-1
冰攻厂BeSo,,30210564,2018-7-1
树深时见鹿dear,,29997884,2018-7-1
还有一天就放假了,,29793507,2018-7-1
伊丽莎白鼠,,205972504,2018-8-1
女孩为何穿短裙,,82439026,2018-8-1
OELoop,,79547371,2018-8-1
瞬间爆炸型LowSing,,74806109,2018-8-1
泽野螳螂,,63316637,2018-8-1
Mr.Lemon,,48343937,2018-8-1
茶几君梦二,,45339098,2018-8-1
约谈人参,,45139195,2018-8-1
吃素的狮子,,42986903,2018-8-1
非桥段,,42142230,2018-8-1
倒悬的橘子,,40845720,2018-8-1
小可儿,,39844280,2018-8-1
鸡鸡·夫斯基,,38944955,2018-8-1
痒局长,,35888343,2018-8-1
鋃月,,35542453,2018-8-1
潮汕好男人,,32292918,2018-8-1
绿豆KC,,30615250,2018-8-1
还有一天就放假了,,30294946,2018-8-1
冰攻厂BeSo,,30210564,2018-8-1
树深时见鹿dear,,29997884,2018-8-1
伊丽莎白鼠,,205972504,2018-9-1
女孩为何穿短裙,,82439026,2018-9-1
OELoop,,80149357,2018-9-1
瞬间爆炸型LowSing,,76057147,2018-9-1
泽野螳螂,,63316637,2018-9-1
Mr.Lemon,,49454185,2018-9-1
鸡鸡·夫斯基,,48222997,2018-9-1
约谈人参,,46209348,2018-9-1
茶几君梦二,,45339098,2018-9-1
吃素的狮子,,42986903,2018-9-1
非桥段,,42142230,2018-9-1
倒悬的橘子,,41260369,2018-9-1
小可儿,,39844280,2018-9-1
痒局长,,37172183,2018-9-1
鋃月,,35634021,2018-9-1
潮汕好男人,,32292918,2018-9-1
还有一天就放假了,,32024878,2018-9-1
绿豆KC,,30771211,2018-9-1
冰攻厂BeSo,,30752401,2018-9-1
树深时见鹿dear,,30042218,2018-9-1
伊丽莎白鼠,,205972504,2018-10-1
女孩为何穿短裙,,83291656,2018-10-1
OELoop,,80860084,2018-10-1
瞬间爆炸型LowSing,,77045523,2018-10-1
泽野螳螂,,70453632,2018-10-1
鸡鸡·夫斯基,,50180697,2018-10-1
Mr.Lemon,,49454185,2018-10-1
约谈人参,,47096558,2018-10-1
茶几君梦二,,45339098,2018-10-1
倒悬的橘子,,44572942,2018-10-1
小可儿,,44450407,2018-10-1
吃素的狮子,,42986903,2018-10-1
非桥段,,42142230,2018-10-1
痒局长,,38050593,2018-10-1
鋃月,,35634021,2018-10-1
树深时见鹿dear,,35246859,2018-10-1
还有一天就放假了,,32596134,2018-10-1
潮汕好男人,,32292918,2018-10-1
绿豆KC,,31497444,2018-10-1
冰攻厂BeSo,,31348496,2018-10-1
伊丽莎白鼠,,205972504,2018-11-1
女孩为何穿短裙,,84253413,2018-11-1
OELoop,,81696794,2018-11-1
瞬间爆炸型LowSing,,77976526,2018-11-1
泽野螳螂,,70453632,2018-11-1
鸡鸡·夫斯基,,51047120,2018-11-1
Mr.Lemon,,49454185,2018-11-1
约谈人参,,47780976,2018-11-1
茶几君梦二,,45339098,2018-11-1
倒悬的橘子,,45333717,2018-11-1
小可儿,,44450407,2018-11-1
吃素的狮子,,43145033,2018-11-1
非桥段,,42142230,2018-11-1
痒局长,,40619842,2018-11-1
鋃月,,36134771,2018-11-1
树深时见鹿dear,,35541300,2018-11-1
潮汕好男人,,33971225,2018-11-1
还有一天就放假了,,32596134,2018-11-1
绿豆KC,,32425277,2018-11-1
冰攻厂BeSo,,31348496,2018-11-1
伊丽莎白鼠,,208942374,2018-12-1
女孩为何穿短裙,,84253413,2018-12-1
OELoop,,82567591,2018-12-1
瞬间爆炸型LowSing,,78850331,2018-12-1
泽野螳螂,,73840561,2018-12-1
鸡鸡·夫斯基,,52030749,2018-12-1
Mr.Lemon,,49454185,2018-12-1
约谈人参,,48805455,2018-12-1
小可儿,,46855323,2018-12-1
茶几君梦二,,45389952,2018-12-1
倒悬的橘子,,45333717,2018-12-1
吃素的狮子,,43145033,2018-12-1
非桥段,,42243292,2018-12-1
痒局长,,41615946,2018-12-1
鋃月,,36134771,2018-12-1
树深时见鹿dear,,35541300,2018-12-1
潮汕好男人,,34564676,2018-12-1
还有一天就放假了,,32926470,2018-12-1
绿豆KC,,32491448,2018-12-1
冰攻厂BeSo,,32407650,2018-12-1
伊丽莎白鼠,,208942374,2019-1-1
女孩为何穿短裙,,84253413,2019-1-1
OELoop,,82957766,2019-1-1
瞬间爆炸型LowSing,,80649634,2019-1-1
泽野螳螂,,73840561,2019-1-1
鸡鸡·夫斯基,,53162281,2019-1-1
小可儿,,50128608,2019-1-1
Mr.Lemon,,49454185,2019-1-1
约谈人参,,49266173,2019-1-1
倒悬的橘子,,47118971,2019-1-1
茶几君梦二,,45389952,2019-1-1
吃素的狮子,,43145033,2019-1-1
非桥段,,42806194,2019-1-1
痒局长,,41871879,2019-1-1
鋃月,,38028082,2019-1-1
潮汕好男人,,36355974,2019-1-1
树深时见鹿dear,,35955449,2019-1-1
浅澄月,,34964385,2019-1-1
还有一天就放假了,,33089074,2019-1-1
冰攻厂BeSo,,32813603,2019-1-1
伊丽莎白鼠,,208942374,2019-2-1
OELoop,,88858564,2019-2-1
女孩为何穿短裙,,84253413,2019-2-1
瞬间爆炸型LowSing,,82359016,2019-2-1
泽野螳螂,,77688957,2019-2-1
鸡鸡·夫斯基,,54806470,2019-2-1
小可儿,,52867040,2019-2-1
约谈人参,,50580031,2019-2-1
Mr.Lemon,,49454185,2019-2-1
吃素的狮子,,48378991,2019-2-1
倒悬的橘子,,48188874,2019-2-1
茶几君梦二,,46073872,2019-2-1
痒局长,,42861135,2019-2-1
非桥段,,42806194,2019-2-1
浅澄月,,38736885,2019-2-1
鋃月,,38105337,2019-2-1
树深时见鹿dear,,37115233,2019-2-1
潮汕好男人,,36995697,2019-2-1
还有一天就放假了,,35173220,2019-2-1
猫店,,34143414,2019-2-1
伊丽莎白鼠,,208942374,2019-3-1
OELoop,,89239146,2019-3-1
女孩为何穿短裙,,84253413,2019-3-1
瞬间爆炸型LowSing,,82502788,2019-3-1
泽野螳螂,,77688957,2019-3-1
鸡鸡·夫斯基,,57150632,2019-3-1
小可儿,,53875707,2019-3-1
约谈人参,,51189527,2019-3-1
Mr.Lemon,,49454185,2019-3-1
吃素的狮子,,48378991,2019-3-1
倒悬的橘子,,48353121,2019-3-1
茶几君梦二,,46073872,2019-3-1
痒局长,,44275266,2019-3-1
非桥段,,42806194,2019-3-1
潮汕好男人,,40062039,2019-3-1
浅澄月,,39032404,2019-3-1
鋃月,,38105337,2019-3-1
树深时见鹿dear,,37115233,2019-3-1
猫店,,36053059,2019-3-1
冰攻厂BeSo,,35811226,2019-3-1
伊丽莎白鼠,,208942374,2019-4-1
OELoop,,89807035,2019-4-1
女孩为何穿短裙,,84253413,2019-4-1
瞬间爆炸型LowSing,,82869849,2019-4-1
泽野螳螂,,80915447,2019-4-1
鸡鸡·夫斯基,,59928322,2019-4-1
小可儿,,54293371,2019-4-1
约谈人参,,52624883,2019-4-1
倒悬的橘子,,50238304,2019-4-1
Mr.Lemon,,49454185,2019-4-1
吃素的狮子,,48810415,2019-4-1
茶几君梦二,,46073872,2019-4-1
痒局长,,44653866,2019-4-1
非桥段,,42806194,2019-4-1
潮汕好男人,,40981346,2019-4-1
浅澄月,,39917112,2019-4-1
鋃月,,38105337,2019-4-1
树深时见鹿dear,,37214590,2019-4-1
猫店,,36818416,2019-4-1
冰攻厂BeSo,,36130910,2019-4-1
伊丽莎白鼠,,211880373,2019-5-1
OELoop,,91665416,2019-5-1
女孩为何穿短裙,,84253413,2019-5-1
瞬间爆炸型LowSing,,83901025,2019-5-1
泽野螳螂,,81207136,2019-5-1
鸡鸡·夫斯基,,62998592,2019-5-1
小可儿,,54728658,2019-5-1
约谈人参,,53373395,2019-5-1
茶几君梦二,,51691657,2019-5-1
倒悬的橘子,,51657006,2019-5-1
Mr.Lemon,,49454185,2019-5-1
吃素的狮子,,48810415,2019-5-1
痒局长,,45572094,2019-5-1
潮汕好男人,,43952453,2019-5-1
猫店,,43887373,2019-5-1
浅澄月,,43159512,2019-5-1
非桥段,,42806194,2019-5-1
鋃月,,40685744,2019-5-1
树深时见鹿dear,,37705495,2019-5-1
冰攻厂BeSo,,37541197,2019-5-1
